slang,formal,in_dictionary,context,categories
bacotin,bacoti,False,"Eh lu pada klo di posisi nya mulan lu emang bisa adapin !? ga usah bnyak bacot emang lu pada itu Tuhan, bisa ngehakimi dia ? Gw yg masih 17 th aja ngerti gmna kerasnya dia ngejuangin gimana beratnya juga dipojokin dia masih tabah aja ,, lah lu pada bisanya bacot orang kek idup lu udah bener , dewasa broh neng gw yakin yg bacotin mbak mulan udah 17 ke atas berati rasionya seharusnya lebih jalan dripada gue kebangetak klo gak !",['afiksasi']
udah,sudah,True,"Eh lu pada klo di posisi nya mulan lu emang bisa adapin !? ga usah bnyak bacot emang lu pada itu Tuhan, bisa ngehakimi dia ? Gw yg masih 17 th aja ngerti gmna kerasnya dia ngejuangin gimana beratnya juga dipojokin dia masih tabah aja ,, lah lu pada bisanya bacot orang kek idup lu udah bener , dewasa broh neng gw yakin yg bacotin mbak mulan udah 17 ke atas berati rasionya seharusnya lebih jalan dripada gue kebangetak klo gak !",['zeroisasi']
berati,berarti,True,"Eh lu pada klo di posisi nya mulan lu emang bisa adapin !? ga usah bnyak bacot emang lu pada itu Tuhan, bisa ngehakimi dia ? Gw yg masih 17 th aja ngerti gmna kerasnya dia ngejuangin gimana beratnya juga dipojokin dia masih tabah aja ,, lah lu pada bisanya bacot orang kek idup lu udah bener , dewasa broh neng gw yakin yg bacotin mbak mulan udah 17 ke atas berati rasionya seharusnya lebih jalan dripada gue kebangetak klo gak !",['abreviasi']
dripada,daripada,True,"Eh lu pada klo di posisi nya mulan lu emang bisa adapin !? ga usah bnyak bacot emang lu pada itu Tuhan, bisa ngehakimi dia ? Gw yg masih 17 th aja ngerti gmna kerasnya dia ngejuangin gimana beratnya juga dipojokin dia masih tabah aja ,, lah lu pada bisanya bacot orang kek idup lu udah bener , dewasa broh neng gw yakin yg bacotin mbak mulan udah 17 ke atas berati rasionya seharusnya lebih jalan dripada gue kebangetak klo gak !",['abreviasi']
kebangetak,kebangetan,True,"Eh lu pada klo di posisi nya mulan lu emang bisa adapin !? ga usah bnyak bacot emang lu pada itu Tuhan, bisa ngehakimi dia ? Gw yg masih 17 th aja ngerti gmna kerasnya dia ngejuangin gimana beratnya juga dipojokin dia masih tabah aja ,, lah lu pada bisanya bacot orang kek idup lu udah bener , dewasa broh neng gw yakin yg bacotin mbak mulan udah 17 ke atas berati rasionya seharusnya lebih jalan dripada gue kebangetak klo gak !",['salah ketik']
klo,kalo,True,"Eh lu pada klo di posisi nya mulan lu emang bisa adapin !? ga usah bnyak bacot emang lu pada itu Tuhan, bisa ngehakimi dia ? Gw yg masih 17 th aja ngerti gmna kerasnya dia ngejuangin gimana beratnya juga dipojokin dia masih tabah aja ,, lah lu pada bisanya bacot orang kek idup lu udah bener , dewasa broh neng gw yakin yg bacotin mbak mulan udah 17 ke atas berati rasionya seharusnya lebih jalan dripada gue kebangetak klo gak !",['zeroisasi']
gak,enggak,True,"Eh lu pada klo di posisi nya mulan lu emang bisa adapin !? ga usah bnyak bacot emang lu pada itu Tuhan, bisa ngehakimi dia ? Gw yg masih 17 th aja ngerti gmna kerasnya dia ngejuangin gimana beratnya juga dipojokin dia masih tabah aja ,, lah lu pada bisanya bacot orang kek idup lu udah bener , dewasa broh neng gw yakin yg bacotin mbak mulan udah 17 ke atas berati rasionya seharusnya lebih jalan dripada gue kebangetak klo gak !",['zeroisasi']
tangkep,tangkap,True,"Master @mastercorbuzier tuh tangkep jg si ity cantik, commentnya d atas masa kaya gitu... sosmed masa dipake bt ngomong kaya gitu",['modifikasi vokal']
jg,juga,True,"Master @mastercorbuzier tuh tangkep jg si ity cantik, commentnya d atas masa kaya gitu... sosmed masa dipake bt ngomong kaya gitu",['abreviasi']
d,di,True,"Master @mastercorbuzier tuh tangkep jg si ity cantik, commentnya d atas masa kaya gitu... sosmed masa dipake bt ngomong kaya gitu",['abreviasi']
gitu,begitu,True,"Master @mastercorbuzier tuh tangkep jg si ity cantik, commentnya d atas masa kaya gitu... sosmed masa dipake bt ngomong kaya gitu",['abreviasi']
dipake,dipakai,False,"Master @mastercorbuzier tuh tangkep jg si ity cantik, commentnya d atas masa kaya gitu... sosmed masa dipake bt ngomong kaya gitu",['monoftongisasi']
bt,buat,True,"Master @mastercorbuzier tuh tangkep jg si ity cantik, commentnya d atas masa kaya gitu... sosmed masa dipake bt ngomong kaya gitu",['abreviasi']
ngomong,mengomong,True,"Master @mastercorbuzier tuh tangkep jg si ity cantik, commentnya d atas masa kaya gitu... sosmed masa dipake bt ngomong kaya gitu",['afiksasi']
gitu,begitu,True,"Master @mastercorbuzier tuh tangkep jg si ity cantik, commentnya d atas masa kaya gitu... sosmed masa dipake bt ngomong kaya gitu",['abreviasi']
sadis2,sadis-sadis,False,Komennya pada sadis2??,['reduplikasi']
cowo,cowok,True,Cantik jelita mulan jameela.. cowo mana yg ga maksir sama mulan.. udh punya anak 3. Tp tetep Langsing. Hebatt,['zeroisasi']
yg,yang,True,Cantik jelita mulan jameela.. cowo mana yg ga maksir sama mulan.. udh punya anak 3. Tp tetep Langsing. Hebatt,['abreviasi']
ga,enggak,True,Cantik jelita mulan jameela.. cowo mana yg ga maksir sama mulan.. udh punya anak 3. Tp tetep Langsing. Hebatt,"['abreviasi', 'zeroisasi']"
maksir,menaksir,True,Cantik jelita mulan jameela.. cowo mana yg ga maksir sama mulan.. udh punya anak 3. Tp tetep Langsing. Hebatt,"['afiksasi', 'salah ketik']"
udh,sudah,True,Cantik jelita mulan jameela.. cowo mana yg ga maksir sama mulan.. udh punya anak 3. Tp tetep Langsing. Hebatt,['abreviasi']
tp,tapi,True,Cantik jelita mulan jameela.. cowo mana yg ga maksir sama mulan.. udh punya anak 3. Tp tetep Langsing. Hebatt,['abreviasi']
tetep,tetap,True,Cantik jelita mulan jameela.. cowo mana yg ga maksir sama mulan.. udh punya anak 3. Tp tetep Langsing. Hebatt,['modifikasi vokal']
hebatt,hebat,True,Cantik jelita mulan jameela.. cowo mana yg ga maksir sama mulan.. udh punya anak 3. Tp tetep Langsing. Hebatt,['elongasi']
nerima,menerima,True,"Tuh kan, ini bukan wawancara, tapi nerima tamu, ""tamu tak diundang"" ??? alias jelangbong ?????",['afiksasi']
yaa,ya,True,"Yaa.. semoga kita para saudara seiman..kalo bisa liht dr berbagai sisi sudut pndang aja.. untuk sbagai pmbelajaran nantinya. Jugaa... Apa lagi ini urusan privasi orng lain yg sensitif bgt...bgt... dan ingat,, Tuhan menciptakan manusia gak mungkin jahat 100% ataupun baik 100% ... jadi jangan suka ngejelek in orang.. intinya Kendalikan Ke_KEPO_an kita yg sering muncul ketika ada orang kena maslah. . . Fokus pake kacamata kuda lihat depan...mmperbaiki kehidupan diri sendiri aja.. biar better",['elongasi']
liht,lihat,True,"Yaa.. semoga kita para saudara seiman..kalo bisa liht dr berbagai sisi sudut pndang aja.. untuk sbagai pmbelajaran nantinya. Jugaa... Apa lagi ini urusan privasi orng lain yg sensitif bgt...bgt... dan ingat,, Tuhan menciptakan manusia gak mungkin jahat 100% ataupun baik 100% ... jadi jangan suka ngejelek in orang.. intinya Kendalikan Ke_KEPO_an kita yg sering muncul ketika ada orang kena maslah. . . Fokus pake kacamata kuda lihat depan...mmperbaiki kehidupan diri sendiri aja.. biar better",['abreviasi']
dr,dari,True,"Yaa.. semoga kita para saudara seiman..kalo bisa liht dr berbagai sisi sudut pndang aja.. untuk sbagai pmbelajaran nantinya. Jugaa... Apa lagi ini urusan privasi orng lain yg sensitif bgt...bgt... dan ingat,, Tuhan menciptakan manusia gak mungkin jahat 100% ataupun baik 100% ... jadi jangan suka ngejelek in orang.. intinya Kendalikan Ke_KEPO_an kita yg sering muncul ketika ada orang kena maslah. . . Fokus pake kacamata kuda lihat depan...mmperbaiki kehidupan diri sendiri aja.. biar better",['abreviasi']
pndang,pandang,True,"Yaa.. semoga kita para saudara seiman..kalo bisa liht dr berbagai sisi sudut pndang aja.. untuk sbagai pmbelajaran nantinya. Jugaa... Apa lagi ini urusan privasi orng lain yg sensitif bgt...bgt... dan ingat,, Tuhan menciptakan manusia gak mungkin jahat 100% ataupun baik 100% ... jadi jangan suka ngejelek in orang.. intinya Kendalikan Ke_KEPO_an kita yg sering muncul ketika ada orang kena maslah. . . Fokus pake kacamata kuda lihat depan...mmperbaiki kehidupan diri sendiri aja.. biar better",['abreviasi']
aja,saja,True,"Yaa.. semoga kita para saudara seiman..kalo bisa liht dr berbagai sisi sudut pndang aja.. untuk sbagai pmbelajaran nantinya. Jugaa... Apa lagi ini urusan privasi orng lain yg sensitif bgt...bgt... dan ingat,, Tuhan menciptakan manusia gak mungkin jahat 100% ataupun baik 100% ... jadi jangan suka ngejelek in orang.. intinya Kendalikan Ke_KEPO_an kita yg sering muncul ketika ada orang kena maslah. . . Fokus pake kacamata kuda lihat depan...mmperbaiki kehidupan diri sendiri aja.. biar better",['zeroisasi']
sbagai,sebagai,True,"Yaa.. semoga kita para saudara seiman..kalo bisa liht dr berbagai sisi sudut pndang aja.. untuk sbagai pmbelajaran nantinya. Jugaa... Apa lagi ini urusan privasi orng lain yg sensitif bgt...bgt... dan ingat,, Tuhan menciptakan manusia gak mungkin jahat 100% ataupun baik 100% ... jadi jangan suka ngejelek in orang.. intinya Kendalikan Ke_KEPO_an kita yg sering muncul ketika ada orang kena maslah. . . Fokus pake kacamata kuda lihat depan...mmperbaiki kehidupan diri sendiri aja.. biar better",['zeroisasi']
pmbelajaran,pembelajaran,True,"Yaa.. semoga kita para saudara seiman..kalo bisa liht dr berbagai sisi sudut pndang aja.. untuk sbagai pmbelajaran nantinya. Jugaa... Apa lagi ini urusan privasi orng lain yg sensitif bgt...bgt... dan ingat,, Tuhan menciptakan manusia gak mungkin jahat 100% ataupun baik 100% ... jadi jangan suka ngejelek in orang.. intinya Kendalikan Ke_KEPO_an kita yg sering muncul ketika ada orang kena maslah. . . Fokus pake kacamata kuda lihat depan...mmperbaiki kehidupan diri sendiri aja.. biar better",['abreviasi']
jugaa,juga,True,"Yaa.. semoga kita para saudara seiman..kalo bisa liht dr berbagai sisi sudut pndang aja.. untuk sbagai pmbelajaran nantinya. Jugaa... Apa lagi ini urusan privasi orng lain yg sensitif bgt...bgt... dan ingat,, Tuhan menciptakan manusia gak mungkin jahat 100% ataupun baik 100% ... jadi jangan suka ngejelek in orang.. intinya Kendalikan Ke_KEPO_an kita yg sering muncul ketika ada orang kena maslah. . . Fokus pake kacamata kuda lihat depan...mmperbaiki kehidupan diri sendiri aja.. biar better",['elongasi']
orng,orang,True,"Yaa.. semoga kita para saudara seiman..kalo bisa liht dr berbagai sisi sudut pndang aja.. untuk sbagai pmbelajaran nantinya. Jugaa... Apa lagi ini urusan privasi orng lain yg sensitif bgt...bgt... dan ingat,, Tuhan menciptakan manusia gak mungkin jahat 100% ataupun baik 100% ... jadi jangan suka ngejelek in orang.. intinya Kendalikan Ke_KEPO_an kita yg sering muncul ketika ada orang kena maslah. . . Fokus pake kacamata kuda lihat depan...mmperbaiki kehidupan diri sendiri aja.. biar better",['abreviasi']
yg,yang,True,"Yaa.. semoga kita para saudara seiman..kalo bisa liht dr berbagai sisi sudut pndang aja.. untuk sbagai pmbelajaran nantinya. Jugaa... Apa lagi ini urusan privasi orng lain yg sensitif bgt...bgt... dan ingat,, Tuhan menciptakan manusia gak mungkin jahat 100% ataupun baik 100% ... jadi jangan suka ngejelek in orang.. intinya Kendalikan Ke_KEPO_an kita yg sering muncul ketika ada orang kena maslah. . . Fokus pake kacamata kuda lihat depan...mmperbaiki kehidupan diri sendiri aja.. biar better",['abreviasi']
bgt,banget,True,"Yaa.. semoga kita para saudara seiman..kalo bisa liht dr berbagai sisi sudut pndang aja.. untuk sbagai pmbelajaran nantinya. Jugaa... Apa lagi ini urusan privasi orng lain yg sensitif bgt...bgt... dan ingat,, Tuhan menciptakan manusia gak mungkin jahat 100% ataupun baik 100% ... jadi jangan suka ngejelek in orang.. intinya Kendalikan Ke_KEPO_an kita yg sering muncul ketika ada orang kena maslah. . . Fokus pake kacamata kuda lihat depan...mmperbaiki kehidupan diri sendiri aja.. biar better",['abreviasi']
bgt,banget,True,"Yaa.. semoga kita para saudara seiman..kalo bisa liht dr berbagai sisi sudut pndang aja.. untuk sbagai pmbelajaran nantinya. Jugaa... Apa lagi ini urusan privasi orng lain yg sensitif bgt...bgt... dan ingat,, Tuhan menciptakan manusia gak mungkin jahat 100% ataupun baik 100% ... jadi jangan suka ngejelek in orang.. intinya Kendalikan Ke_KEPO_an kita yg sering muncul ketika ada orang kena maslah. . . Fokus pake kacamata kuda lihat depan...mmperbaiki kehidupan diri sendiri aja.. biar better",['abreviasi']
gak,enggak,True,"Yaa.. semoga kita para saudara seiman..kalo bisa liht dr berbagai sisi sudut pndang aja.. untuk sbagai pmbelajaran nantinya. Jugaa... Apa lagi ini urusan privasi orng lain yg sensitif bgt...bgt... dan ingat,, Tuhan menciptakan manusia gak mungkin jahat 100% ataupun baik 100% ... jadi jangan suka ngejelek in orang.. intinya Kendalikan Ke_KEPO_an kita yg sering muncul ketika ada orang kena maslah. . . Fokus pake kacamata kuda lihat depan...mmperbaiki kehidupan diri sendiri aja.. biar better",['zeroisasi']
ngejelek,menjelekkan,True,"Yaa.. semoga kita para saudara seiman..kalo bisa liht dr berbagai sisi sudut pndang aja.. untuk sbagai pmbelajaran nantinya. Jugaa... Apa lagi ini urusan privasi orng lain yg sensitif bgt...bgt... dan ingat,, Tuhan menciptakan manusia gak mungkin jahat 100% ataupun baik 100% ... jadi jangan suka ngejelek in orang.. intinya Kendalikan Ke_KEPO_an kita yg sering muncul ketika ada orang kena maslah. . . Fokus pake kacamata kuda lihat depan...mmperbaiki kehidupan diri sendiri aja.. biar better",['afiksasi']
yg,yang,True,"Yaa.. semoga kita para saudara seiman..kalo bisa liht dr berbagai sisi sudut pndang aja.. untuk sbagai pmbelajaran nantinya. Jugaa... Apa lagi ini urusan privasi orng lain yg sensitif bgt...bgt... dan ingat,, Tuhan menciptakan manusia gak mungkin jahat 100% ataupun baik 100% ... jadi jangan suka ngejelek in orang.. intinya Kendalikan Ke_KEPO_an kita yg sering muncul ketika ada orang kena maslah. . . Fokus pake kacamata kuda lihat depan...mmperbaiki kehidupan diri sendiri aja.. biar better",['abreviasi']
maslah,masalah,True,"Yaa.. semoga kita para saudara seiman..kalo bisa liht dr berbagai sisi sudut pndang aja.. untuk sbagai pmbelajaran nantinya. Jugaa... Apa lagi ini urusan privasi orng lain yg sensitif bgt...bgt... dan ingat,, Tuhan menciptakan manusia gak mungkin jahat 100% ataupun baik 100% ... jadi jangan suka ngejelek in orang.. intinya Kendalikan Ke_KEPO_an kita yg sering muncul ketika ada orang kena maslah. . . Fokus pake kacamata kuda lihat depan...mmperbaiki kehidupan diri sendiri aja.. biar better",['abreviasi']
pake,pakai,True,"Yaa.. semoga kita para saudara seiman..kalo bisa liht dr berbagai sisi sudut pndang aja.. untuk sbagai pmbelajaran nantinya. Jugaa... Apa lagi ini urusan privasi orng lain yg sensitif bgt...bgt... dan ingat,, Tuhan menciptakan manusia gak mungkin jahat 100% ataupun baik 100% ... jadi jangan suka ngejelek in orang.. intinya Kendalikan Ke_KEPO_an kita yg sering muncul ketika ada orang kena maslah. . . Fokus pake kacamata kuda lihat depan...mmperbaiki kehidupan diri sendiri aja.. biar better",['monoftongisasi']
mmperbaiki,memperbaiki,True,"Yaa.. semoga kita para saudara seiman..kalo bisa liht dr berbagai sisi sudut pndang aja.. untuk sbagai pmbelajaran nantinya. Jugaa... Apa lagi ini urusan privasi orng lain yg sensitif bgt...bgt... dan ingat,, Tuhan menciptakan manusia gak mungkin jahat 100% ataupun baik 100% ... jadi jangan suka ngejelek in orang.. intinya Kendalikan Ke_KEPO_an kita yg sering muncul ketika ada orang kena maslah. . . Fokus pake kacamata kuda lihat depan...mmperbaiki kehidupan diri sendiri aja.. biar better",['abreviasi']
aja,saja,True,"Yaa.. semoga kita para saudara seiman..kalo bisa liht dr berbagai sisi sudut pndang aja.. untuk sbagai pmbelajaran nantinya. Jugaa... Apa lagi ini urusan privasi orng lain yg sensitif bgt...bgt... dan ingat,, Tuhan menciptakan manusia gak mungkin jahat 100% ataupun baik 100% ... jadi jangan suka ngejelek in orang.. intinya Kendalikan Ke_KEPO_an kita yg sering muncul ketika ada orang kena maslah. . . Fokus pake kacamata kuda lihat depan...mmperbaiki kehidupan diri sendiri aja.. biar better",['zeroisasi']
ud,sudah,True,?Sakitnya bunda ke om dhani ud jd ikhlas krn anak anaknya..namun klo utk temenan sm mb mulan mungkin enggak!!! Logika aja kita manusia biasa bukan malaikat yg bisa nahan rasa sakit yg luar biasa dan harus jd pemaaf..lov u @maiaestiantyreal ??????terus jd wanita yg tegar dan kuat.,['abreviasi']
jd,jadi,True,?Sakitnya bunda ke om dhani ud jd ikhlas krn anak anaknya..namun klo utk temenan sm mb mulan mungkin enggak!!! Logika aja kita manusia biasa bukan malaikat yg bisa nahan rasa sakit yg luar biasa dan harus jd pemaaf..lov u @maiaestiantyreal ??????terus jd wanita yg tegar dan kuat.,['abreviasi']
krn,karena,True,?Sakitnya bunda ke om dhani ud jd ikhlas krn anak anaknya..namun klo utk temenan sm mb mulan mungkin enggak!!! Logika aja kita manusia biasa bukan malaikat yg bisa nahan rasa sakit yg luar biasa dan harus jd pemaaf..lov u @maiaestiantyreal ??????terus jd wanita yg tegar dan kuat.,['abreviasi']
klo,kalo,True,?Sakitnya bunda ke om dhani ud jd ikhlas krn anak anaknya..namun klo utk temenan sm mb mulan mungkin enggak!!! Logika aja kita manusia biasa bukan malaikat yg bisa nahan rasa sakit yg luar biasa dan harus jd pemaaf..lov u @maiaestiantyreal ??????terus jd wanita yg tegar dan kuat.,['zeroisasi']
utk,untuk,True,?Sakitnya bunda ke om dhani ud jd ikhlas krn anak anaknya..namun klo utk temenan sm mb mulan mungkin enggak!!! Logika aja kita manusia biasa bukan malaikat yg bisa nahan rasa sakit yg luar biasa dan harus jd pemaaf..lov u @maiaestiantyreal ??????terus jd wanita yg tegar dan kuat.,['abreviasi']
temenan,berteman,True,?Sakitnya bunda ke om dhani ud jd ikhlas krn anak anaknya..namun klo utk temenan sm mb mulan mungkin enggak!!! Logika aja kita manusia biasa bukan malaikat yg bisa nahan rasa sakit yg luar biasa dan harus jd pemaaf..lov u @maiaestiantyreal ??????terus jd wanita yg tegar dan kuat.,['afiksasi']
sm,sama,True,?Sakitnya bunda ke om dhani ud jd ikhlas krn anak anaknya..namun klo utk temenan sm mb mulan mungkin enggak!!! Logika aja kita manusia biasa bukan malaikat yg bisa nahan rasa sakit yg luar biasa dan harus jd pemaaf..lov u @maiaestiantyreal ??????terus jd wanita yg tegar dan kuat.,['abreviasi']
mb,mbak,True,?Sakitnya bunda ke om dhani ud jd ikhlas krn anak anaknya..namun klo utk temenan sm mb mulan mungkin enggak!!! Logika aja kita manusia biasa bukan malaikat yg bisa nahan rasa sakit yg luar biasa dan harus jd pemaaf..lov u @maiaestiantyreal ??????terus jd wanita yg tegar dan kuat.,['abreviasi']
aja,saja,True,?Sakitnya bunda ke om dhani ud jd ikhlas krn anak anaknya..namun klo utk temenan sm mb mulan mungkin enggak!!! Logika aja kita manusia biasa bukan malaikat yg bisa nahan rasa sakit yg luar biasa dan harus jd pemaaf..lov u @maiaestiantyreal ??????terus jd wanita yg tegar dan kuat.,['zeroisasi']
yg,yang,True,?Sakitnya bunda ke om dhani ud jd ikhlas krn anak anaknya..namun klo utk temenan sm mb mulan mungkin enggak!!! Logika aja kita manusia biasa bukan malaikat yg bisa nahan rasa sakit yg luar biasa dan harus jd pemaaf..lov u @maiaestiantyreal ??????terus jd wanita yg tegar dan kuat.,['abreviasi']
nahan,menahan,True,?Sakitnya bunda ke om dhani ud jd ikhlas krn anak anaknya..namun klo utk temenan sm mb mulan mungkin enggak!!! Logika aja kita manusia biasa bukan malaikat yg bisa nahan rasa sakit yg luar biasa dan harus jd pemaaf..lov u @maiaestiantyreal ??????terus jd wanita yg tegar dan kuat.,['afiksasi']
yg,yang,True,?Sakitnya bunda ke om dhani ud jd ikhlas krn anak anaknya..namun klo utk temenan sm mb mulan mungkin enggak!!! Logika aja kita manusia biasa bukan malaikat yg bisa nahan rasa sakit yg luar biasa dan harus jd pemaaf..lov u @maiaestiantyreal ??????terus jd wanita yg tegar dan kuat.,['abreviasi']
jd,jadi,True,?Sakitnya bunda ke om dhani ud jd ikhlas krn anak anaknya..namun klo utk temenan sm mb mulan mungkin enggak!!! Logika aja kita manusia biasa bukan malaikat yg bisa nahan rasa sakit yg luar biasa dan harus jd pemaaf..lov u @maiaestiantyreal ??????terus jd wanita yg tegar dan kuat.,['abreviasi']
jd,jadi,True,?Sakitnya bunda ke om dhani ud jd ikhlas krn anak anaknya..namun klo utk temenan sm mb mulan mungkin enggak!!! Logika aja kita manusia biasa bukan malaikat yg bisa nahan rasa sakit yg luar biasa dan harus jd pemaaf..lov u @maiaestiantyreal ??????terus jd wanita yg tegar dan kuat.,['abreviasi']
yg,yang,True,?Sakitnya bunda ke om dhani ud jd ikhlas krn anak anaknya..namun klo utk temenan sm mb mulan mungkin enggak!!! Logika aja kita manusia biasa bukan malaikat yg bisa nahan rasa sakit yg luar biasa dan harus jd pemaaf..lov u @maiaestiantyreal ??????terus jd wanita yg tegar dan kuat.,['abreviasi']
ga,enggak,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,"['abreviasi', 'zeroisasi']"
pnya,punya,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,['abreviasi']
ga,enggak,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,"['abreviasi', 'zeroisasi']"
pny,punya,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,['abreviasi']
ga,enggak,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,"['abreviasi', 'zeroisasi']"
pny,punya,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,['abreviasi']
udh,sudah,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,['abreviasi']
ngerebut,merebut,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,['afiksasi']
yg,yang,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,['abreviasi']
ga,enggak,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,"['abreviasi', 'zeroisasi']"
pny,punya,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,['abreviasi']
dr,dari,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,['abreviasi']
kafeh,kafe,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,['anaptiksis']
remang2,remang-remang,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,['reduplikasi']
mlh,malah,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,['abreviasi']
nusuk,menusuk,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,['afiksasi']
dr,dari,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,['abreviasi']
tinggl,tinggal,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,['abreviasi']
dirmh,dirumah,False,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,['abreviasi']
lg,lagi,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,['abreviasi']
mlh,malah,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,['abreviasi']
yg,yang,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,['abreviasi']
